Source,Package name,Package ID,ISBN,Unformatted ISBN,Book Title,Year,ISSN,Series Title,Volume,Imprint,Available Online,Status,Remarks,Shortcut URL
S&T,eBook - Immunology and Microbiology 2016,EBCIM16,978-0-12-804423-0,9780128044230,Core Concepts in Clinical Infectious Diseases (CCCID),2016,,,,Academic Press,25-Mar-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128044230
S&T,eBook - Materials Science 2016,EBCMS16,978-0-323-42863-7,9780323428637,Nanobiomaterials in Cancer Therapy,2016,,,,William Andrew Publishing,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323428637
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-802808-7,9780128028087,Epi-Informatics,2016,,,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128028087
S&T,eBook - Psychology 2016,EBCP16,978-0-12-420136-1,9780124201361,Women and Positive Aging,2016,,,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780124201361
S&T,eBook - Psychology 2016,EBCP16,978-0-12-800649-8,9780128006498,"Emotions, Technology, and Learning",2016,2451-9472,Emotions and Technology,,Academic Press,25-Mar-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128006498
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801737-1,9780128017371,"Emotions, Technology, and Health",2016,,Emotions and Technology,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128017371
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801738-8,9780128017388,"Emotions, Technology, and Digital Games",2016,,Emotions and Technology,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128017388
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801856-9,9780128018569,"Emotions, Technology, Design, and Learning",2016,,Emotions and Technology,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128018569
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801872-9,9780128018729,"Emotions, Technology, and Design",2016,,Emotions and Technology,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128018729
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801873-6,9780128018736,"Emotions, Technology, and Behaviors",2016,,Emotions and Technology,,Academic Press,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128018736
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100565-1,9780081005651,Lessons in Library Leadership,2016,,,,Chandos Publishing,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081005651
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100627-6,9780081006276,Achieving Inclusive Growth in China Through Vertical Specialization,2016,,,,Chandos Publishing,25-Mar-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081006276
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100872-0,9780081008720,A Global Perspective on Private Higher Education,2016,,,,Chandos Publishing,25-Mar-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081008720
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63428-3,9780444634283,26th European Symposium on Computer Aided Process Engineering,2016,1570-7946,Computer Aided Chemical Engineering,38,Elsevier,25-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444634283
HS,eBook - German Medical Collection 2016,EBCHSGER16,978-3-437-45052-5,9783437450525,Medizinisches Aufbautraining,2015,,,,Urban & Fischer,24-Jun-2016,Active,,http://www.sciencedirect.com/science/book/9783437450525
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-08-100310-7,9780081003107,Advances in Food Traceability Techniques and Technologies,2016,,"Woodhead Publishing Series in Food Science, Technology and Nutrition",,Woodhead Publishing,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081003107
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-804306-6,9780128043066,Emulsions,2016,2451-9324,Nanotechnology in the Agri-Food Industry,,Academic Press,24-Jun-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128043066
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-1-78548-155-0,9781785481550,Modeling in Food Microbiology,2016,,,,Elsevier,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481550
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-802211-5,9780128022115,Calculations for Molecular Biology and Biotechnology (Third Edition),2016,,,,Academic Press,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128022115
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-805421-5,9780128054215,"Autophagy: Cancer, Other Pathologies, Inflammation, Immunity, Infection, and Aging",2016,,,,Academic Press,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128054215
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-0-12-803952-6,9780128039526,Mustard Lung,2016,,,,Academic Press,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128039526
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-12-804703-3,9780128047033,Nanomaterial and Polymer Membranes,2016,,,,Elsevier,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128047033
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63713-0,9780444637130,"Application, Purification, and Recovery of Ionic Liquids",2016,,,,Elsevier,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444637130
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-805187-0,9780128051870,Successes and Failures of Knowledge Management,2016,,,,Morgan Kaufmann,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128051870
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-805197-9,9780128051979,Cyber Guerilla,2016,,,,Syngress,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128051979
S&T,eBook - Energy 2016,EBCEN16,978-0-12-802953-4,9780128029534,Solar Photovoltaic Technology Production,2016,,,,Academic Press,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128029534
S&T,eBook - Energy 2016,EBCEN16,978-0-12-803210-7,9780128032107,Numerical Modelling of Wave Energy Converters,2016,,,,Academic Press,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128032107
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100570-5,9780081005705,Performance Testing of Textiles,2016,,Woodhead Publishing Series in Textiles,,Woodhead Publishing,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081005705
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100905-5,9780081009055,Marine Concrete Structures,2016,,,,Woodhead Publishing,24-Jun-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081009055
S&T,eBook - Engineering 2016,EBCE16,978-0-12-804609-8,9780128046098,Nanomaterials for Wastewater Remediation,2016,,,,Butterworth-Heinemann,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128046098
S&T,eBook - Engineering 2016,EBCE16,978-0-12-805263-1,9780128052631,Taking the LEAP,2016,,,,Academic Press,24-Jun-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128052631
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-801886-6,9780128018866,Transboundary Water Resources in Afghanistan,2016,,,,Elsevier,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128018866
S&T,eBook - Immunology and Microbiology 2016,EBCIM16,978-0-12-803973-1,9780128039731,Statistical Aspects of the Microbiological Examination of Foods (Third Edition),2016,,,,Academic Press,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128039731
S&T,eBook - Materials Science 2016,EBCMS16,978-0-08-100926-0,9780081009260,Advances in Braiding Technology,2016,,Woodhead Publishing Series in Textiles,,Woodhead Publishing,24-Jun-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081009260
S&T,eBook - Materials Science 2016,EBCMS16,978-0-08-100939-0,9780081009390,Advanced Composite Materials for Aerospace Engineering,2016,,,,Woodhead Publishing,24-Jun-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081009390
S&T,eBook - Materials Science 2016,EBCMS16,978-0-12-804782-8,9780128047828,Additive Manufacturing of Titanium Alloys,2016,,,,Butterworth-Heinemann,24-Jun-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128047828
S&T,eBook - Materials Science 2016,EBCMS16,978-0-12-805256-3,9780128052563,Materials Science and Engineering of Carbon,2016,,,,Butterworth-Heinemann,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128052563
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-801914-6,9780128019146,Translational Neuroimmunology in Multiple Sclerosis,2016,,,,Academic Press,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128019146
S&T,eBook - Psychology 2016,EBCP16,978-0-12-803634-1,9780128036341,Sport and Exercise Psychology Research,2016,,,,Academic Press,24-Jun-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128036341
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100074-8,9780081000748,Efficiency and Competition in Chinese Banking,2016,,Chandos Asian Studies Series,,Chandos Publishing,24-Jun-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081000748
S&T,eBook - Environmental Science 2016,EBCES16,978-0-444-63590-7,9780444635907,Lake Bonneville,2016,0928-2025,Developments in Earth Surface Processes,20,Elsevier,24-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444635907
HS,eBook - Specialty Medicine 2016,EBCSM16,978-0-323-37506-1,9780323375061,The Travel and Tropical Medicine Manual (Fifth Edition),2017,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323375061
HS,eBook - Veterinary Medicine 2016,EBCVM16,978-0-323-37651-8,9780323376518,Small Animal Dermatology (Fourth Edition),2017,,,,W.B. Saunders,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323376518
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-08-100352-7,9780081003527,A Handbook for Sensory and Consumer-Driven New Product Development,2017,,"Woodhead Publishing Series in Food Science, Technology and Nutrition",,Woodhead Publishing,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081003527
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-08-100431-9,9780081004319,Advances in Food Rheology and its Applications,2016,,"Woodhead Publishing Series in Food Science, Technology and Nutrition",,Woodhead Publishing,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081004319
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-407229-9,9780124072299,Anatomy of Dolphins,2016,,,,Academic Press,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780124072299
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-802780-6,9780128027806,Developing New Functional Food and Nutraceutical Products,2016,,,,Academic Press,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128027806
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-803623-5,9780128036235,Campylobacter,2017,,,,Academic Press,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128036235
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-800553-8,9780128005538,Translating MicroRNAs to the Clinic,2017,,,,Academic Press,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128005538
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-0-12-801866-8,9780128018668,Leadership Lessons for Health Care Providers,2017,,,,Academic Press,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128018668
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-1-78548-147-5,9781785481475,Health Industrialization,2016,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481475
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-1-78548-150-5,9781785481505,"Dynemicin A, Uncialamycin and Analogues",2016,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481505
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-12-803806-2,9780128038062,Human Factors in the Chemical and Process Industries,2017,,,,Elsevier,23-Sep-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128038062
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63660-7,9780444636607,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636607
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63661-4,9780444636614,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636614
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63662-1,9780444636621,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636621
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63663-8,9780444636638,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636638
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63665-2,9780444636652,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636652
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63666-9,9780444636669,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636669
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63667-6,9780444636676,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636676
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63668-3,9780444636683,Current Developments in Biotechnology and Bioengineering,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444636683
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-1-78548-177-2,9781785481772,Distillation,2017,,,,Elsevier,23-Sep-2016,Active,Added in September 2016,http://www.sciencedirect.com/science/book/9781785481772
S&T,eBook - Chemistry 2016,EBCC16,978-0-12-803479-8,9780128034798,New Fluorinated Carbons: Fundamentals and Applications,2017,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128034798
S&T,eBook - Chemistry 2016,EBCC16,978-0-444-63436-8,9780444634368,NMR of Paramagnetic Molecules (Second Edition),2015,,,,Elsevier,23-Sep-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780444634368
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-419971-2,9780124199712,RIoT Control,2014,,,,Morgan Kaufmann,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780124199712
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-804629-6,9780128046296,Mobile Security and Privacy,2016,,,,Syngress,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128046296
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-1-78548-103-1,9781785481031,Land Surface Remote Sensing in Agriculture and Forest,2017,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785481031
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-1-78548-104-8,9781785481048,Land Surface Remote Sensing in Continental Hydrology,2017,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785481048
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-1-78548-146-8,9781785481468,Insight on Environmental Genomics,2016,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481468
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-1-78548-160-4,9781785481604,Land Surface Remote Sensing in Urban and Coastal Areas,2017,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481604
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803009-7,9780128030097,Digital Underwater Acoustic Communications,2016,,,,Academic Press,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128030097
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803818-5,9780128038185,Transportation Engineering,2017,,,,Butterworth-Heinemann,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128038185
S&T,eBook - Engineering 2016,EBCE16,978-0-12-809244-6,9780128092446,Construction Engineering Design Calculations and Rules of Thumb,2017,,,,Butterworth-Heinemann,23-Sep-2016,Active,Added in September 2016,http://www.sciencedirect.com/science/book/9780128092446
S&T,eBook - Engineering 2016,EBCE16,978-0-323-39040-8,9780323390408,Applied Plastics Engineering Handbook (Second Edition),2017,,Plastics Design Library,,William Andrew Publishing,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323390408
S&T,eBook - Engineering 2016,EBCE16,978-0-323-44353-1,9780323443531,Modification of Polymer Properties,2017,,,,William Andrew Publishing,23-Sep-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780323443531
S&T,eBook - Engineering 2016,EBCE16,978-1-78548-044-7,9781785480447,Logistics Engineering and Health,2017,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785480447
S&T,eBook - Engineering 2016,EBCE16,978-1-78548-107-9,9781785481079,Chipless RFID Based on RF Encoding Particle,2016,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785481079
S&T,eBook - Engineering 2016,EBCE16,978-1-78548-176-5,9781785481765,Thermodynamics,2017,,,,Elsevier,23-Sep-2016,Active,Added in September 2016,http://www.sciencedirect.com/science/book/9781785481765
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-803237-4,9780128032374,Competition for Water Resources,2017,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128032374
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-804588-6,9780128045886,Evidence-Based Climate Science (Second Edition),2016,,,,Elsevier,23-Sep-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128045886
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-803817-8,9780128038178,Women in the Security Profession,2017,,,,Butterworth-Heinemann,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128038178
S&T,eBook - Materials Science 2016,EBCMS16,978-1-56990-595-1,9781569905951,The First Snap-Fit Handbook (Third Edition),2016,,,,Hanser,23-Sep-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9781569905951
S&T,eBook - Materials Science 2016,EBCMS16,978-1-78548-197-0,9781785481970,Transformation Optics-based Antennas,2016,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481970
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-802949-7,9780128029497,Drug Metabolism in Diseases,2017,,,,Academic Press,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128029497
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801638-1,9780128016381,Neuropsychology of Space,2016,,,,Academic Press,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128016381
S&T,eBook - Psychology 2016,EBCP16,978-0-12-809408-2,9780128094082,Training Manual for Behavior Technicians Working with Individuals with Autism,2017,,,,Academic Press,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128094082
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100639-9,9780081006399,Business Networks in East Asian Capitalisms,2016,,,,Elsevier,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081006399
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100775-4,9780081007754,The Experiential Library,2017,,,,Chandos Publishing,23-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081007754
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-101283-3,9780081012833,East Asian Business in the New World,2016,,,,Elsevier,23-Sep-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780081012833
S&T,eBook - Energy 2016,EBCEN16,978-0-08-100516-3,9780081005163,Advances in Concentrating Solar Thermal Research and Technology,2017,,Woodhead Publishing Series in Energy,,Woodhead Publishing,22-Nov-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780081005163
S&T,eBook - Environmental Science 2016,EBCES16,978-0-444-63787-1,9780444637871,Mountain Ice and Water,2016,0928-2025,Developments in Earth Surface Processes,21,Elsevier,22-Nov-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780444637871
HS,eBook - German Medical Collection 2016,EBCHSGER16,978-3-437-24771-2,9783437247712,Praxis der Anästhesiologischen Sonografie  (Zweite Ausgabe),2016,,,,Urban & Fischer,22-Jul-2016,Active,,http://www.sciencedirect.com/science/book/9783437247712
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-801365-6,9780128013656,Cold Plasma in Food and Agriculture,2016,,,,Academic Press,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128013656
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-802074-6,9780128020746,Landmark Experiments in Molecular Biology,2016,,,,Academic Press,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128020746
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-1-78548-088-1,9781785480881,Biostatistics and Computer-based Analysis of Health Data using R,2016,,,,Elsevier,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785480881
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63458-0,9780444634580,Bacterial Nanocellulose,2017,,,,Elsevier,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444634580
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-801950-4,9780128019504,Communications for Control in Cyber Physical Systems,2016,,,,Morgan Kaufmann,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128019504
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-804206-9,9780128042069,Perspectives on Data Science for Software Engineering,2016,,,,Morgan Kaufmann,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128042069
S&T,eBook - Computer Science 2016,EBCCS16,978-1-78548-117-8,9781785481178,Certifiable Software Applications 1,2016,,,,Elsevier,22-Jul-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9781785481178
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-12-405890-3,9780124058903,Stream Ecosystems in a Changing Environment,2014,,,,Academic Press,22-Jul-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780124058903
S&T,eBook - Energy 2016,EBCEN16,978-1-78548-097-3,9781785480973,Emergy,2016,,,,Elsevier,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785480973
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100285-8,9780081002858,Friction Dynamics,2016,,,,Woodhead Publishing,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081002858
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100888-1,9780081008881,Airworthiness (Third Edition),2016,,,,Butterworth-Heinemann,22-Jul-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081008881
S&T,eBook - Engineering 2016,EBCE16,978-0-12-802240-5,9780128022405,Pipeline Leak Detection Handbook,2017,,,,Gulf Professional Publishing,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128022405
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-804632-6,9780128046326,Digital Terrain Analysis in Soil Science and Geology (Second Edition),2016,,,,Academic Press,22-Jul-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128046326
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-801966-5,9780128019665,Biological Distance Analysis,2016,,,,Academic Press,22-Jul-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128019665
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-804293-9,9780128042939,Practical Aviation Security (Third Edition),2017,,,,Butterworth-Heinemann,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128042939
S&T,eBook - Materials Science 2016,EBCMS16,978-0-323-44248-0,9780323442480,Multifunctional Polymeric Nanocomposites Based on Cellulosic Reinforcements,2016,,,,William Andrew Publishing,22-Jul-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780323442480
S&T,eBook - Materials Science 2016,EBCMS16,978-0-323-47347-7,9780323473477,Nanoarchitectonics for Smart Delivery and Drug Targeting,2016,,,,William Andrew Publishing,22-Jul-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780323473477
S&T,eBook - Materials Science 2016,EBCMS16,978-1-78548-062-1,9781785480621,Integrated Lasers on Silicon,2016,,,,Elsevier,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781785480621
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-801829-3,9780128018293,The Neurobiology of Schizophrenia,2016,,,,Academic Press,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128018293
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-803603-7,9780128036037,Trace Amines and Neurological Disorders,2017,,,,Academic Press,22-Jul-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128036037
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100908-6,9780081009086,Library Consortia,2017,,,,Chandos Publishing,22-Jul-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081009086
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-101110-2,9780081011102,Overcoming Information Poverty,2016,,,,Chandos Publishing,22-Jul-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780081011102
S&T,eBook - Materials Science 2016,EBCMS16,978-1-78242-458-1,9781782424581,Handbook of Technical Textiles (Second Edition),2016,,Woodhead Publishing Series in Textiles,,Woodhead Publishing,22-Jan-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781782424581
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-08-100350-3,9780081003503,Multisensory Flavor Perception,2016,,"Woodhead Publishing Series in Food Science, Technology and Nutrition",,Woodhead Publishing,22-Apr-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081003503
